,index,endpoint_count
717,student,1
718,html-css/box,1
719,8.05_Deliver,1
720,8.0_Intro_Module,1
721,introduction-to-matplotlib,1
722,2.0_Intro_Stats,1
723,wp-admin,1
724,content/php_iii/alternative-syntax.html,1
725,html/forms,1
726,mysql/clauses/limit-order-by,1
727,jquery/whack-a-mole,1
728,8.04.03_MLModeling,1
729,student/120,1
730,cohorts/24/grades,1
731,02_listing_files,1
732,03_file_paths,1
733,appendix/branching,1
734,java-i/loops,1
735,quize/98,1
736,cohorts/24/capstone-all,1
737,content/postwork/dashboard.md,1
738,app,1
739,8.04.02_ParametricModeling,1
740,javascript-ii/promisesdfghjkjhgfs,1
741,Dataset_Challenge,1
742,2.02.02_Sampling,1
743,13.01.02.03_Sketch,1
744,2.02.04_Distribution_and_Test,1
745,content/control-structures-ii,1
746,8.03_Explore,1
747,.gitignore,1
748,learn-to-code,1
749,.git,1
750,appendix/further-reading/java/intellij,1
751,Regression_Python,1
752,4_Matplotlib_Styles,1
753,4_Objects,1
754,jquery/traversing,1
755,capstone/50,1
756,capstone/52,1
757,capstone/53,1
758,html-css/img/favicon.ico,1
759,content/appendix/control-structures.html,1
760,glossary,1
761,content/examples/php/Input.php,1
762,10.01_Acquire_WebScraping,1
763,bonus-exercises,1
764,data-1,1
765,data-science,1
766,arash-arghavan,1
767,extra-features/file-upload,1
768,extra-features/json-response,1
769,13.11_Exercises,1
770,13.03_Bokeh,1
771,java-iii/servlets/cssasxz,1
772,content/git/index.html,1
773,students/units/75/sub_units/268,1
774,ajax,1
775,11.01.02_DataAcquisition,1
776,spring/services,1
777,capstone/55,1
778,10.2_Regex,1
779,13.5_Tableau,1
780,Appendix_Tidy_Data,1
781,examples/twitter.html,1
782,examples/css/%252e%252e%255c,1
783,examples/css/..%255c,1
784,13.01.04_Present,1
785,13.02_Tableau,1
786,professional-development/professional-resume,1
787,code-standards,1
788,javascript/google-maps-api,1
789,13.01.02_Create,1
790,10.04.04_TextClassification,1
791,10.04.05_TopicModeling,1
792,11.00_Intro.md,1
793,8._Time_Series,1
794,11.03_Explore.md,1
795,11.04_Modeling.md,1
796,13.01.01_Understand,1
797,13.01.02.01_Prep,1
